No,actBeginTm,actEndTm,actPlace,adultPosblAt,gugunCd,nanmmbyNm,noticeBgnde,noticeEndde,progrmBgnde,progrmEndde,progrmRegistNo,progrmSj,progrmSttusSe,sidoCd,srvcClCode,url,yngbgsPosblAt,gugunNm,sidoNm
80,9,13,중랑숲어린이도서관,Y,3060000,중랑숲어린이도서관,20231024,20231130,20231101,20231130,3052516,"[주말(토~일) 09-13시] 중랑숲어린이도서관 11월 자원봉사자 모집(도서정리, 도서환경정비 등)/ 고1이상)",3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052516,Y,중랑구,서울특별시
81,14,18,중랑숲어린이도서관,Y,3060000,중랑숲어린이도서관,20231024,20231130,20231101,20231130,3052545,"[평일(화~목) 14-18시] 중랑숲어린이도서관 11월 자원봉사자 모집(도서정리, 도서환경정비 등)/ 고1이상)",3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052545,Y,중랑구,서울특별시
82,9,13,중랑구립정보도서관 1층 유아어린이자료실,Y,3060000,중랑구립정보도서관,20231011,20231231,20231101,20231231,3046291,[평일(월~금)] 9-13시] 중랑구립정보도서관 11~12월 유아어린이자료실 자원봉사자 모집,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3046291,N,중랑구,서울특별시
83,14,18,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042897,[아름다운가게 연신내점] 11~12월 화/오후 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042897,N,은평구,서울특별시
84,10,14,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042891,[아름다운가게 연신내점] 11~12월 목/오전 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042891,N,은평구,서울특별시
85,13,17,장난감나라 북한산래미안점,Y,3110000,은평구 육아종합지원센터,20231030,20231123,20231104,20231125,3055138,[은평구] 장난감나라 북한산래미안점 운영 지원(오후),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055138,N,은평구,서울특별시
86,13,17,장난감나라 불광점,Y,3110000,은평구 육아종합지원센터,20231030,20231123,20231104,20231126,3055125,[은평구] 장난감나라 불광점 운영 지원(오후),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055125,N,은평구,서울특별시
87,13,17,장난감나라 은평구청 별관점,Y,3110000,은평구 육아종합지원센터,20231030,20231123,20231104,20231126,3055119,[은평구] 장난감나라 은평구청 별관점 운영 지원(오후),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055119,N,은평구,서울특별시
88,13,17,희망장난감도서관,Y,3110000,은평구 육아종합지원센터,20231030,20231123,20231104,20231126,3055122,[은평구]희망장난감도서관(은평역사한옥박물관 內)  운영 지원[오후],3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055122,N,은평구,서울특별시
89,15,19,구립초안산숲속지역아동센터,Y,3100000,구립초안산숲속지역아동센터(노원교육복지재단),20230907,20231130,20230911,20231208,3031892,프로그램 활동 보조 및 놀이활동,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3031892,N,노원구,서울특별시
90,10,18,아름다운가게 노원공릉점,Y,3100000,아름다운가게노원공릉점,20231023,20231222,20231101,20231231,3050209,[아름다운가게 노원공릉] 11월 12월 업무지원 자원봉사 (최소 8회/ 주 1회/ 1일 4시간),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050209,N,노원구,서울특별시
91,16,17,주간보호시설 인강원,Y,3090000,주간보호시설 인강원,20230825,20231129,20230901,20231130,3026090,성인 발달장애인 주간보호센터 하원 시 탑승보조,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3026090,N,도봉구,서울특별시
92,8,10,주간보호시설 인강원,Y,3090000,주간보호시설 인강원,20230825,20231129,20230901,20231130,3026084,성인 발달장애인 주간보호센터 등원 시 탑승보조,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3026084,N,도봉구,서울특별시
93,9,17,원내,Y,3090000,희망요양원,20230828,20231129,20230901,20231130,3020716,"요양원 자원봉사(성인, 단체 환영, 자가검사키트 개별 지참) 미성년자는 따로 문의해주세요",2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3020716,Y,도봉구,서울특별시
94,10,14,서울시 강북구 솔샘로 65길 43 사회복지법인 닮복지재단 지하1층 사랑의 찐빵,Y,3080000,사회복지법인 닮복지재단,20230803,20231129,20230907,20231130,3017500,사랑의 찐빵 나누기 봉사자 모집,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3017500,N,강북구,서울특별시
95,13,17,	수유시장 맞은편 한국전력 빌딩 1층 / 아름다운가게 미아점,Y,3080000,아름다운가게 미아점,20230920,20231130,20231101,20231130,3038245,	[아름다운가게 미아점] 11월_오후타임 자원봉사자 모집(3회이상 봉사 가능한 분만),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3038245,N,강북구,서울특별시
96,9,13,	수유시장 맞은편 한국전력 빌딩 1층 / 아름다운가게 미아점,Y,3080000,아름다운가게 미아점,20230920,20231130,20231101,20231130,3038243,[아름다운가게 미아점] 11월_오전타임 자원봉사자 모집(3회이상 봉사가능한 분만),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3038243,N,강북구,서울특별시
97,14,16,2층 가온누리실,Y,3110000,은평구립우리장애인복지관,20231023,20231217,20231023,20231218,3051514,‘종이꽃동아리’ 작품 활동 지원,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051514,N,은평구,서울특별시
98,9,12,희망장난감도서관,Y,3110000,은평구 육아종합지원센터,20231030,20231123,20231101,20231126,3055129,[은평구]희망장난감도서관(은평역사한옥박물관 內)  운영 지원[오전],3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055129,N,은평구,서울특별시
99,15,18,재택봉사,Y,3110000,사단법인 아름다운배움,20231012,20231130,20231101,20231130,3046758,[비대면 / 온라인 / 재택 ] 그림책 번역 봉사 참여자 모집 (2023년 11월),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3046758,Y,은평구,서울특별시
100,10,14,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042889,[아름다운가게 연신내점] 11~12월 화/오전 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042889,N,은평구,서울특별시
101,14,18,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042898,[아름다운가게 연신내점] 11~12월 수/오후 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042898,N,은평구,서울특별시
102,14,18,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042896,[아름다운가게 연신내점] 11~12월 월/오후 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042896,N,은평구,서울특별시
103,14,18,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042901,[아름다운가게 연신내점] 11~12월 토/오후 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042901,N,은평구,서울특별시
104,14,18,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042899,[아름다운가게 연신내점] 11~12월 목/오후 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042899,N,은평구,서울특별시
105,14,18,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042900,[아름다운가게 연신내점] 11~12월 금/오후 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042900,N,은평구,서울특별시
106,10,14,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042895,[아름다운가게 연신내점] 11~12월 토/오전 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042895,N,은평구,서울특별시
107,10,14,아름다운가게 연신내점,Y,3110000,아름다운가게연신내점,20231004,20231127,20231101,20231231,3042894,[아름다운가게 연신내점] 11~12월 금/오전 자원봉사활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042894,N,은평구,서울특별시
108,9,12,서울특별시 서대문구 간호대로 25-40 주함해븐빌 1층,Y,3120000,서대문구육아종합지원센터,20231021,20231231,20231101,20231231,3050901,[평일 오전] 홍제 행복열린육아방 운영지원 및 놀잇감 세척(11~12월),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050901,N,서대문구,서울특별시
109,9,12,서대문구육아종합지원센터(서대문구 모래내로15길 31),Y,3120000,서대문구육아종합지원센터,20231021,20231231,20231101,20231231,3050887,[평일 오전] 대여 놀잇감 세척 정리 및 센터 환경 정리(11~12월),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050887,N,서대문구,서울특별시
110,13,16,서대문구육아종합지원센터(서대문구 모래내로15길 31),Y,3120000,서대문구육아종합지원센터,20231021,20231231,20231101,20231231,3050898,[토요일 오후] 대여 놀잇감 세척 정리 및 센터 환경 정리(11~12월),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050898,N,서대문구,서울특별시
111,13,17,서울특별시 서대문구 간호대로 25-40 주함해븐빌 1층,Y,3120000,서대문구육아종합지원센터,20231021,20231231,20231101,20231231,3050902,[평일 오후] 홍제 행복열린육아방 운영지원 및 놀잇감 세척(11~12월),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050902,N,서대문구,서울특별시
112,9,11,서대문구보건소 1층 1차진료실,Y,3120000,서대문구보건소(1차진료실),20231025,20231130,20231101,20231231,3053282,진료실 민원안내 및 질서유지(오전),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3053282,N,서대문구,서울특별시
113,13,18,서울시 은평구 증산로 325 굿윌스토어 은평점,Y,3110000,굿윌스토어 은평점,20230817,20231129,20230901,20231130,3021886,장애인 직원의 업무보조 및 물품정리 자원봉사(굿윌스토어 은평점),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3021886,Y,은평구,서울특별시
114,10,13,서울시 은평구 증산로 325 굿윌스토어 은평점,Y,3110000,굿윌스토어 은평점,20230817,20231129,20230901,20231130,3021882,장애인 직원의 업무보조 및 물품정리 자원봉사(굿윌스토어 은평점),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3021882,Y,은평구,서울특별시
115,14,18,아름다운가게 은평구청점,Y,3110000,아름다운가게 은평구청점,20230819,20231129,20230901,20231130,3022890,[아름다운가게 은평구청점] 9월~11월 오후타임 매장지원 봉사 활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3022890,N,은평구,서울특별시
116,10,14,아름다운가게 은평구청점,Y,3110000,아름다운가게 은평구청점,20230729,20231125,20230902,20231202,3006391,[아름다운가게 은평구청점] 9월~12월 토요일 오전타임 매장지원 봉사 활동(8회 이상),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3006391,N,은평구,서울특별시
117,10,14,비대면,Y,3110000,스프링샤인,20230914,20231130,20230914,20231130,3035498, 멸종위기동물 메모리게임 컬러링 색칠하기,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3035498,Y,은평구,서울특별시
118,10,14,스프링샤인 사회적 협동조합 또는 참여 기업 ,Y,3110000,스프링샤인,20230914,20231130,20230914,20231130,3035539,발달장애인 도예강사와 함께하는 저소득층 및 취약계층을 위한 텀블러 만들기 봉사활동,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3035539,N,은평구,서울특별시
119,10,14,아름다운가게 망원역점,Y,3130000,아름다운가게 망원역점,20231010,20231130,20231010,20231231,3045395,[아름다운가게 망원역점] 10월~12월  오전반 매장지원 봉사 활동(8회 이상) (모집중),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3045395,N,마포구,서울특별시
120,14,18,아름다운가게 망원역점,Y,3130000,아름다운가게 망원역점,20231010,20231130,20231010,20231231,3045402,[아름다운가게 망원역점] 11월~12월 오후반(2시~6시) 매장지원 봉사 활동(4회 이상) (모집중),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3045402,N,마포구,서울특별시
121,10,12,해든한식부페(서울특별시 마포구 굴레방로7길 59),Y,3130000,아현동주민센터,20231020,20231130,20231101,20231130,3051177,주민참여 효도밥상 자원봉사,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051177,N,마포구,서울특별시
122,10,12,청주식당(서울시 마포구 성지1길 18),Y,3130000,합정동주민센터,20230927,20231230,20231101,20231230,3041847,합정동 주민참여 어르신 효도밥상 자원봉사자 모집,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3041847,Y,마포구,서울특별시
123,10,14,합정동주민센터 1층 동문고 스터디 카페,Y,3130000,합정동주민센터,20230913,20231231,20231101,20231231,3034540,합정동문고 스터디카페 자원봉사자 모집,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3034540,N,마포구,서울특별시
124,10,14,합정동 주민센터 1층 동문고 스터디 카페,Y,3130000,합정동주민센터,20230927,20231231,20231101,20231231,3041697,합정동문고 스터디카페 자원봉사자 모집,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3041697,Y,마포구,서울특별시
